uniform_action_space_size,dynamic_action_space_size_before_tightening,dynamic_action_space_size_after_tightening,action_space_reduction_percent,uniform_best_total_reward,dynamic_best_total_reward,uniform_best_forward_velocity,dynamic_best_forward_velocity,uniform_best_lateral_offset,dynamic_best_lateral_offset,uniform_best_time_to_fall,dynamic_best_time_to_fall,uniform_episodes_to_target_reward,dynamic_episodes_to_target_reward,uniform_episodes_to_target_velocity,dynamic_episodes_to_target_velocity,uniform_search_time_only_s,dynamic_search_time_only_s,dynamic_total_time_including_scan_s,efficiency_improvement_percent
2149056,518400,193648,90.99,15.0526,15.7489,0.334507,0.309949,0.001873,0.001225,1.2,1.32,48,28,48,,189.31,197.52,325.62,4.63
